TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
Illinois St.,MVC,33,17,101.3,99.7,0.5453,46.9,48.8,18.0,20.2,26.9,30.5,40.7,42.3,47.5,46.2,30.8,35.4,68.5,-7.0,DNC
Indiana,B10,32,17,108.4,94.7,0.8246,49.9,46.2,21.8,17.8,37.2,28.0,45.3,35.5,49.1,46.8,34.4,29.9,69.5,-2.1,DNC
Indiana St.,MVC,32,21,105.6,101.0,0.6269,50.4,49.0,17.2,17.6,27.0,28.0,43.3,43.7,49.8,47.3,34.3,35.0,66.7,-1.6,DNC
Iona,MAAC,33,22,118.0,107.8,0.7391,57.4,50.6,14.8,16.7,26.1,35.6,38.0,29.4,55.8,50.4,39.6,34.1,70.3,-2.5,DNC
IUPUI,Sum,29,3,96.7,113.9,0.1322,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,46.8,53.6,30.4,37.0,66.3,-19.8,DNC
Jackson St.,SWAC,31,11,93.0,106.5,0.1745,45.2,49.4,21.9,21.2,33.4,30.3,40.3,55.8,45.6,47.9,29.3,34.7,67.1,-15.3,DNC
Jacksonville,ASun,28,10,102.9,116.6,0.1927,48.9,55.7,19.4,18.9,32.7,35.2,42.2,38.9,48.3,54.2,33.5,39.0,69.7,-12.8,DNC
Jacksonville St.,OVC,29,8,96.9,111.5,0.1675,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,45.9,52.0,31.6,38.7,62.8,-15.8,DNC
James Madison,CAA,31,11,98.1,106.5,0.2814,45.7,49.1,18.8,18.4,29.7,31.8,47.4,44.4,48.2,46.8,27.3,35.1,65.5,-13.5,DNC
Kennesaw St.,ASun,29,4,92.2,111.0,0.1063,47.2,51.2,23.8,18.1,31.0,34.8,38.3,47.3,45.3,51.4,34.0,33.8,67.9,-19.8,DNC
Kent St.,MAC,31,15,103.1,106.1,0.4193,49.4,48.9,18.3,19.6,30.4,31.5,37.0,47.6,47.3,47.6,35.1,34.5,66.6,-10.1,DNC
La Salle,A10,31,15,105.9,99.4,0.6741,46.4,48.1,17.5,17.6,33.1,32.5,39.1,32.1,45.3,47.5,32.5,33.1,64.7,-5.2,DNC
Lafayette,Pat,30,10,108.7,115.2,0.3382,53.7,54.3,18.9,17.7,27.4,33.7,33.3,35.8,50.6,53.4,39.7,37.2,66.3,-13.7,DNC
Lamar,Slnd,30,4,94.0,112.6,0.1107,46.7,54.5,20.2,18.5,27.6,34.2,39.8,38.5,46.8,53.5,30.8,37.9,68.8,-21.2,DNC
Lehigh,Pat,32,14,96.8,104.0,0.3049,48.8,48.1,18.0,16.8,26.1,32.4,32.7,31.1,46.5,46.7,35.9,34.0,66.2,-11.5,DNC
Liberty,BSth,29,8,101.5,111.9,0.2455,49.9,51.0,20.5,15.1,38.0,29.9,34.5,38.1,48.4,50.0,35.7,35.0,64.6,-16.7,DNC
Lipscomb,ASun,29,14,102.5,111.3,0.2803,51.3,54.2,17.5,20.1,25.8,31.5,47.9,48.7,49.7,55.2,35.5,35.1,70.4,-9.8,DNC
LIU Brooklyn,NEC,29,9,102.5,118.3,0.1612,49.4,54.6,18.6,15.6,31.0,33.9,37.8,30.9,47.8,52.5,34.5,39.0,68.1,-15.2,DNC
Long Beach St.,BW,30,13,103.8,102.8,0.528,48.6,49.8,18.2,18.7,34.5,33.5,30.8,37.2,49.1,50.0,31.6,32.9,66.4,-7.9,DNC
Longwood,BSth,28,4,95.7,117.1,0.0892,47.1,55.7,18.8,18.2,26.8,35.3,30.9,44.4,45.6,55.2,34.1,37.7,68.4,-19.0,DNC
Louisiana Monroe,SB,26,9,96.5,103.9,0.299,47.0,49.2,19.7,16.5,30.3,31.3,35.5,38.2,47.0,48.8,31.4,33.3,63.4,-10.2,DNC
Louisiana Tech,CUSA,36,28,109.8,94.9,0.8423,51.2,46.0,15.7,22.8,33.5,29.9,41.7,38.6,52.2,45.6,33.0,31.5,71.1,0.0,DNC
Loyola Chicago,MVC,31,9,102.3,107.5,0.3614,51.9,51.2,20.7,18.1,26.8,31.5,38.0,42.1,51.6,51.0,35.0,34.5,63.7,-15.4,DNC
Loyola Marymount,WCC,31,12,104.7,106.0,0.4652,47.1,52.0,17.3,19.7,32.4,36.2,36.4,43.1,48.0,50.8,29.8,36.5,70.0,-9.3,DNC
Loyola MD,Pat,28,9,96.1,108.3,0.2022,44.9,52.8,18.3,20.9,30.5,35.4,41.1,40.3,44.1,48.3,31.5,41.5,66.4,-12.9,DNC
LSU,SEC,34,20,111.3,98.4,0.8043,50.0,46.7,19.2,18.0,35.0,31.6,34.2,38.7,49.4,43.8,34.2,35.8,70.1,-1.1,DNC
Maine,AE,28,5,94.1,115.3,0.0884,48.9,53.2,20.3,17.6,24.5,35.5,33.9,39.4,48.7,52.9,32.9,36.1,74.8,-17.7,DNC
Marist,MAAC,31,12,100.4,105.4,0.364,46.6,50.6,18.1,19.5,29.7,33.0,40.3,38.3,43.9,47.5,34.7,38.2,66.3,-12.2,DNC
Marquette,BE,32,17,109.8,98.0,0.7885,48.7,49.1,17.5,19.3,34.1,29.6,44.8,38.7,48.9,45.7,32.1,36.5,66.7,-2.1,DNC
Marshall,CUSA,31,9,99.8,104.7,0.3679,46.6,50.3,18.9,19.5,32.8,34.5,42.4,43.5,48.0,51.1,29.1,32.4,68.9,-15.1,DNC
Maryland,ACC,32,17,108.1,94.5,0.8237,49.1,47.2,18.6,18.7,33.5,28.9,36.7,42.1,47.8,45.4,34.2,34.1,69.1,-1.5,DNC
McNeese St.,Slnd,29,9,96.2,112.2,0.1462,44.1,51.8,18.2,18.9,32.8,36.1,33.6,36.6,43.5,48.3,30.2,38.9,67.9,-12.6,DNC
Miami FL,ACC,33,17,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,DNC
Miami OH,MAC,30,13,98.6,102.0,0.4017,48.3,53.8,20.2,21.7,24.5,29.5,34.8,33.3,49.7,52.4,30.0,37.3,66.8,-10.2,DNC
Middle Tennessee,CUSA,31,22,104.7,95.6,0.7401,49.5,46.8,19.2,21.7,34.9,29.4,44.1,43.9,48.8,45.6,34.2,33.0,64.5,-1.8,DNC
Minnesota,B10,37,24,114.4,98.4,0.8499,51.6,48.7,18.1,18.7,31.4,31.2,39.7,40.2,50.6,47.1,35.5,34.4,65.0,0.5,DNC
Mississippi,SEC,33,19,111.1,102.0,0.7277,48.2,48.4,15.9,19.9,33.1,35.5,39.6,43.3,46.5,46.2,33.9,34.7,69.8,-2.7,DNC
Mississippi St.,SEC,33,14,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,DNC
Mississippi Valley St.,SWAC,29,6,93.3,115.5,0.0794,45.3,54.8,20.3,18.6,29.9,32.0,36.1,49.3,44.7,54.5,31.1,37.2,72.9,-18.1,DNC
Missouri,SEC,35,23,114.2,102.9,0.7682,51.2,47.8,19.0,15.9,34.7,30.7,52.5,37.7,51.0,46.6,34.4,33.2,66.4,1.3,DNC
Missouri St.,MVC,32,19,105.2,104.3,0.5254,49.6,51.1,17.0,18.1,27.1,28.6,40.9,42.9,47.1,50.2,35.9,35.1,65.1,-3.3,DNC
Monmouth,MAAC,32,11,95.7,104.4,0.2685,46.8,51.2,20.5,21.3,33.7,30.9,40.6,48.6,45.4,50.0,33.6,35.3,68.3,-14.7,DNC
Montana,BSky,28,15,106.8,111.5,0.3799,54.7,52.8,15.9,18.4,24.7,34.5,42.3,45.6,54.1,52.4,37.0,35.7,61.6,-8.8,DNC
Montana St.,BSky,29,12,94.7,108.6,0.1714,48.0,53.8,18.0,19.6,25.8,27.4,39.3,38.7,46.8,52.6,33.8,37.3,65.9,-13.2,DNC
Morehead St.,OVC,32,18,101.9,104.5,0.4275,49.3,51.0,22.1,20.6,38.1,27.5,53.2,52.3,51.1,50.6,30.4,34.6,69.6,-6.5,DNC
Morgan St.,MEAC,31,15,99.8,105.3,0.3509,46.5,48.6,18.4,19.8,36.1,34.0,41.5,44.7,49.5,46.6,26.1,35.6,69.6,-10.1,DNC
Murray St.,OVC,32,21,109.1,105.3,0.6017,53.7,49.4,18.0,17.0,31.7,31.3,45.9,35.0,52.2,49.8,37.6,32.2,67.5,-5.9,DNC
Navy,Pat,29,8,93.7,106.0,0.1943,45.8,51.2,20.0,20.8,29.7,29.8,29.4,43.2,43.7,49.8,32.9,35.7,63.6,-15.8,DNC
Nebraska Omaha,Sum,29,14,103.7,104.4,0.4796,49.6,51.6,17.2,20.6,28.4,31.1,39.3,36.8,49.5,51.5,33.2,34.5,74.1,-8.0,DNC
Nevada,MWC,32,15,109.1,107.0,0.5561,49.2,50.0,15.5,15.9,31.1,31.7,38.1,40.5,48.5,49.9,33.8,33.5,65.5,-7.5,DNC
New Hampshire,AE,29,5,89.4,106.6,0.1167,43.7,46.6,20.5,17.0,27.3,29.1,32.3,43.8,39.7,46.5,32.9,31.3,62.7,-19.3,DNC
New Orleans,Slnd,24,9,94.7,112.8,0.1187,46.7,53.2,23.4,19.7,34.1,33.1,51.8,42.5,45.6,52.7,32.9,36.4,71.8,-10.2,DNC
Niagara,MAAC,33,7,100.5,110.2,0.2592,47.2,54.7,18.5,20.2,32.1,34.5,48.6,50.6,48.0,53.3,30.0,38.4,72.4,-19.3,DNC
Nicholls St.,Slnd,28,13,97.4,111.3,0.1768,49.8,51.7,18.2,19.2,28.2,31.2,39.5,60.7,52.2,52.2,30.4,33.7,65.5,-10.4,DNC
NJIT,ind,25,9,95.1,110.4,0.1529,48.0,50.3,18.6,18.8,26.1,32.7,38.8,47.5,45.0,49.8,35.7,34.1,68.8,-12.4,DNC
Norfolk St.,MEAC,31,16,101.9,108.5,0.3252,50.1,49.4,20.4,19.1,36.8,32.7,38.4,44.6,49.5,47.8,34.4,34.7,64.4,-9.5,DNC
North Carolina A&T,MEAC,31,8,93.1,113.0,0.0975,42.7,50.1,22.1,17.9,33.4,32.1,58.6,54.4,41.9,47.8,29.5,35.9,67.2,-17.9,DNC
North Dakota,BSky,32,15,103.7,112.5,0.2819,49.9,55.4,16.4,20.9,30.7,31.7,41.6,48.4,50.8,55.2,32.0,37.3,69.7,-10.7,DNC
North Florida,ASun,30,14,101.8,110.8,0.2733,49.4,51.3,21.9,15.5,34.0,31.1,40.5,40.2,47.4,50.1,35.4,36.3,68.8,-8.9,DNC
North Texas,CUSA,30,14,99.7,104.5,0.3685,46.5,48.9,18.1,17.6,29.2,30.5,41.3,42.5,44.8,47.0,34.2,35.5,69.1,-9.5,DNC
Northeastern,CAA,32,11,100.6,104.5,0.3922,48.0,50.8,20.0,17.1,32.7,29.7,44.4,33.4,47.7,48.7,32.4,37.1,65.1,-13.6,DNC
Northern Arizona,BSky,31,14,99.9,108.5,0.2788,49.9,53.0,19.6,18.4,33.1,28.0,34.3,40.1,48.9,49.3,35.0,40.1,64.1,-12.0,DNC
Northern Colorado,BSky,30,16,108.3,115.5,0.3208,53.9,54.1,17.2,19.0,33.4,30.9,37.6,40.7,52.7,52.7,37.9,37.9,64.4,-8.8,DNC
Northern Illinois,MAC,31,14,94.1,97.4,0.4016,42.6,46.7,22.9,20.8,35.9,31.0,50.6,47.1,43.2,47.3,27.6,30.5,63.2,-10.6,DNC
Northern Iowa,MVC,30,15,113.1,103.8,0.7298,52.7,51.1,16.1,17.1,25.9,27.9,38.5,37.3,51.7,49.1,35.9,36.4,65.8,-6.1,DNC
Northern Kentucky,ASun,30,9,102.5,117.0,0.1797,50.6,53.3,17.8,16.8,28.4,32.2,35.7,48.8,49.4,51.7,34.9,37.7,63.4,-16.1,DNC
Northwestern,B10,33,14,98.8,94.7,0.6206,46.1,45.9,17.3,16.4,22.5,30.6,35.5,38.0,46.1,45.3,30.6,31.5,62.0,-4.2,DNC
Northwestern St.,Slnd,29,15,107.1,109.8,0.4294,51.3,52.1,17.0,20.0,32.6,36.1,39.8,42.9,51.4,51.0,34.0,36.2,75.8,-7.4,DNC
Notre Dame,ACC,32,15,113.5,104.9,0.7118,51.7,51.4,15.9,16.8,32.1,30.1,30.0,32.1,50.7,48.2,35.8,38.5,64.7,-4.6,DNC
Oakland,Horz,31,11,109.0,111.0,0.4495,50.2,57.1,16.1,19.7,25.0,30.4,37.7,42.9,47.0,55.8,36.6,39.3,68.6,-10.7,DNC
Ohio,MAC,36,24,106.0,102.8,0.5862,52.4,46.2,19.1,18.3,27.4,30.1,34.3,41.5,52.3,45.7,35.1,31.5,65.9,-4.2,DNC
Old Dominion,CUSA,36,18,100.2,100.4,0.4938,47.7,47.8,20.4,19.7,33.2,29.5,39.3,44.6,47.2,45.0,32.6,35.8,64.2,-9.1,DNC
Oral Roberts,Slnd,31,15,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,DNC
Oregon St.,P12,32,16,113.2,105.2,0.6989,54.1,50.6,19.5,15.2,30.7,32.0,50.9,36.8,52.3,48.5,39.2,36.8,67.3,-3.7,DNC
Pacific,WCC,33,17,108.4,106.9,0.5415,50.3,52.9,18.0,17.3,31.2,26.8,40.6,52.7,48.4,49.7,36.2,38.7,67.7,-6.1,DNC
Penn St.,B10,34,16,110.2,100.4,0.7433,48.3,47.7,15.8,16.4,29.9,28.7,39.4,47.9,48.6,44.9,31.9,35.2,66.2,-3.7,DNC
Pepperdine,WCC,30,14,107.1,106.8,0.5096,51.1,50.0,18.1,15.1,30.9,32.4,39.0,38.3,49.5,47.5,36.2,36.7,66.9,-7.5,DNC
Portland,WCC,31,15,108.7,103.0,0.6514,50.9,49.0,17.1,16.7,32.1,29.3,39.5,43.9,47.9,46.0,39.4,36.9,67.2,-7.6,DNC
Portland St.,BSky,30,15,101.5,111.5,0.254,51.7,53.3,17.1,19.5,26.3,32.5,39.6,41.5,50.5,52.9,36.1,36.4,66.5,-10.4,DNC
Prairie View A&M,SWAC,33,10,95.4,112.8,0.1269,46.8,51.8,20.4,19.5,31.1,36.9,40.6,50.1,44.8,51.7,33.9,34.7,67.5,-17.2,DNC
Presbyterian,BSth,30,4,94.6,118.2,0.0712,50.1,54.1,19.1,15.0,21.6,34.5,30.6,28.3,49.2,52.7,34.7,37.7,65.4,-21.7,DNC
Purdue,B10,31,14,108.6,100.2,0.7172,47.2,47.8,17.8,16.4,36.3,30.6,37.5,41.9,46.2,46.9,33.2,33.0,69.0,-3.8,DNC
Quinnipiac,MAAC,32,20,110.3,109.9,0.5121,46.8,48.0,17.6,12.0,41.9,27.2,48.1,36.2,44.6,46.5,35.7,34.7,69.9,-4.9,DNC
Radford,BSth,32,19,107.1,113.7,0.3359,51.9,52.4,15.8,17.5,31.5,31.5,40.4,39.0,51.3,50.4,35.7,38.3,67.8,-8.1,DNC
Rhode Island,A10,31,14,103.6,98.6,0.6382,48.6,46.9,20.8,17.4,32.9,31.3,46.2,43.0,49.2,48.5,31.5,28.6,66.4,-6.2,DNC
Rice,CUSA,28,5,95.1,105.8,0.2266,48.2,49.5,19.6,16.8,21.3,30.5,31.9,46.4,47.9,48.3,32.4,34.7,64.1,-16.3,DNC
Richmond,A10,33,19,104.1,96.9,0.6959,48.1,45.9,16.2,20.0,25.9,34.3,41.0,40.4,48.0,46.2,32.2,30.1,64.0,-3.0,DNC
Rider,MAAC,31,14,105.2,111.1,0.3496,50.6,53.9,19.0,19.2,31.2,31.6,45.7,43.8,45.7,51.7,39.7,38.5,67.1,-10.5,DNC
Robert Morris,NEC,36,22,104.6,105.9,0.4652,50.4,51.8,17.0,19.1,30.9,31.6,36.6,38.4,46.5,52.7,38.5,33.5,66.2,-6.2,DNC
Rutgers,Amer,32,11,104.7,106.2,0.4601,47.0,51.4,18.2,17.8,32.5,32.9,36.6,45.0,46.0,49.1,32.9,37.4,68.5,-9.9,DNC
Sacramento St.,BSky,28,12,104.0,110.4,0.3345,50.9,52.7,17.6,18.1,29.9,31.1,35.1,48.5,48.8,53.0,37.0,34.9,64.3,-12.1,DNC
Sacred Heart,NEC,31,5,98.0,112.6,0.1677,46.7,52.3,17.6,18.4,32.4,33.0,35.7,44.2,45.5,52.8,32.7,34.2,68.0,-21.2,DNC
Saint Mary's,WCC,34,22,111.9,99.8,0.788,51.4,49.7,18.2,18.1,35.8,29.7,48.0,40.9,48.3,49.1,38.1,34.2,63.3,-1.8,DNC
Saint Peter's,MAAC,31,14,97.7,104.1,0.323,45.7,47.6,18.7,18.1,30.9,31.6,42.1,40.9,45.0,46.5,31.6,33.3,62.5,-11.1,DNC
Sam Houston St.,Slnd,33,22,105.1,107.4,0.4386,51.7,50.4,18.9,20.6,33.5,31.7,52.1,49.9,48.9,49.5,38.2,35.1,66.0,-5.3,DNC
Samford,SC,30,10,99.8,117.1,0.1366,51.8,53.3,18.9,17.1,27.1,33.7,38.9,49.1,53.0,52.3,32.6,36.8,67.3,-15.3,DNC
San Diego,WCC,33,16,105.7,101.6,0.6105,51.0,49.4,18.7,17.5,27.8,30.1,41.5,37.7,47.9,47.9,38.0,35.0,63.4,-7.5,DNC
San Francisco,WCC,31,19,111.4,103.0,0.7095,53.1,50.5,17.3,16.7,33.0,29.4,43.9,40.2,52.7,49.1,36.0,35.3,65.8,-2.0,DNC
San Jose St.,MWC,29,5,92.8,105.6,0.1851,44.7,50.0,20.3,14.9,28.1,30.5,33.0,45.9,40.7,48.5,32.8,35.2,66.3,-15.3,DNC
Santa Clara,WCC,31,12,106.9,105.9,0.5276,48.6,50.8,15.5,18.0,29.0,33.4,36.9,46.6,45.3,49.9,36.4,35.8,65.5,-10.0,DNC
Seattle,WAC,28,11,99.6,106.1,0.3248,48.7,49.1,20.1,18.3,36.4,31.2,33.8,48.0,47.1,47.5,34.2,34.8,67.2,-12.4,DNC
Seton Hall,BE,34,17,108.8,99.8,0.7281,52.4,50.2,18.1,18.2,26.4,28.3,43.1,41.6,51.6,49.1,35.8,34.9,66.0,-5.0,DNC
Siena,MAAC,38,20,101.3,100.4,0.5257,45.8,46.6,20.2,18.6,36.6,33.1,41.7,51.5,44.8,45.3,32.8,33.0,66.4,-9.7,DNC
SIU Edwardsville,OVC,29,9,99.9,112.7,0.1998,52.3,55.5,20.1,19.5,29.2,33.2,37.9,40.8,50.6,57.7,37.1,33.9,67.5,-15.5,DNC
SMU,Amer,37,27,110.4,93.7,0.8679,52.8,44.8,20.2,21.2,35.0,30.5,43.8,38.7,51.6,42.7,37.9,32.1,66.2,1.4,DNC
South Alabama,SB,28,8,102.7,107.1,0.3814,46.3,49.1,18.5,16.4,31.6,31.4,36.4,40.8,43.8,47.7,33.3,34.8,66.1,-13.3,DNC
South Carolina,SEC,34,14,106.6,101.2,0.6469,46.5,49.2,21.3,20.0,39.4,33.9,45.7,56.9,42.6,49.4,37.8,32.6,67.2,-6.6,DNC
South Carolina St.,MEAC,28,7,91.2,112.0,0.0857,43.5,50.2,22.5,17.7,35.5,34.3,33.6,44.6,44.2,50.0,28.0,33.8,66.6,-16.0,DNC
South Dakota,Sum,27,9,100.4,109.3,0.2746,48.7,51.6,18.9,15.9,25.7,30.5,39.8,37.8,46.7,47.8,35.2,39.2,67.3,-11.8,DNC
South Dakota St.,Sum,29,16,105.2,103.4,0.5497,49.6,51.3,17.9,16.3,30.4,22.1,43.7,38.4,48.9,50.3,33.9,35.5,67.5,-5.8,DNC
South Florida,Amer,32,12,101.2,104.2,0.4167,46.2,49.7,19.2,17.5,31.6,31.8,43.8,33.9,48.3,47.3,25.8,37.0,65.9,-9.6,DNC
Southeast Missouri St.,OVC,30,16,107.5,113.2,0.3552,55.1,51.8,18.5,15.9,32.3,29.0,39.5,43.0,55.9,49.2,35.6,37.6,70.6,-9.5,DNC
Southeastern Louisiana,Slnd,28,10,98.0,112.6,0.1673,50.0,50.6,18.5,15.9,25.3,33.5,39.0,43.9,47.5,50.9,36.5,33.3,65.0,-14.0,DNC
Southern,SWAC,29,16,97.2,99.4,0.4343,49.3,42.8,20.5,18.3,32.0,30.1,39.3,53.7,48.2,41.4,34.6,30.5,67.6,-7.3,DNC
Southern Illinois,MVC,32,13,106.4,104.8,0.5446,49.4,50.5,18.9,19.8,33.8,31.2,42.4,42.2,49.4,50.5,33.0,33.7,63.4,-11.0,DNC
Southern Miss,CUSA,34,27,108.7,99.9,0.7266,50.6,50.2,20.5,23.0,38.6,29.1,51.5,46.3,50.0,49.2,34.7,34.3,64.5,1.3,DNC
Southern Utah,BSky,28,1,88.1,114.2,0.0486,44.7,53.1,21.4,16.6,23.8,34.2,39.3,57.7,43.1,51.4,32.6,38.3,65.4,-21.9,DNC
St. Bonaventure,A10,33,18,111.6,101.6,0.7462,49.6,50.7,18.7,21.5,36.5,31.7,41.1,45.0,49.9,49.4,32.6,35.5,67.4,-4.6,DNC
St. Francis NY,NEC,31,17,98.3,101.4,0.4108,48.2,45.9,19.4,18.2,33.2,29.1,36.1,43.7,48.7,44.2,31.5,33.8,67.0,-8.7,DNC
St. Francis PA,NEC,31,10,95.8,110.7,0.1598,47.6,52.4,17.0,17.5,26.0,32.2,32.7,30.1,47.3,50.8,32.0,37.5,63.0,-15.8,DNC
St. John's,BE,33,20,107.7,95.1,0.8084,48.7,46.5,15.6,19.2,31.1,30.8,37.1,38.1,47.6,44.0,34.9,34.5,68.1,-0.2,DNC
Stetson,ASun,30,7,93.9,113.8,0.0992,47.1,53.2,19.4,18.8,27.5,36.3,36.7,38.0,48.8,51.7,29.2,37.2,63.5,-18.2,DNC
Stony Brook,AE,33,22,104.2,104.7,0.4858,50.0,48.1,18.7,19.0,34.0,26.9,38.4,42.1,48.8,47.3,35.4,32.9,66.1,-5.2,DNC
TCU,B12,30,8,99.5,102.7,0.4104,44.6,50.3,17.6,18.9,24.6,39.0,44.8,35.4,43.3,49.8,31.9,34.3,65.9,-8.8,DNC
Temple,Amer,31,9,109.7,108.6,0.53,48.0,52.6,15.1,15.9,32.3,33.9,31.7,37.2,46.8,52.1,33.8,35.9,68.2,-10.5,DNC
Tennessee Martin,OVC,29,6,102.7,117.9,0.1694,48.1,58.8,16.2,19.5,30.0,32.7,35.1,49.7,45.8,59.4,34.9,38.2,69.6,-17.5,DNC
Tennessee St.,OVC,29,4,99.8,113.4,0.1872,47.1,52.3,18.4,16.6,31.9,33.0,43.0,51.4,48.4,52.8,29.4,34.1,65.5,-18.2,DNC
Tennessee Tech,OVC,31,15,100.3,107.6,0.3079,50.0,51.5,22.4,19.5,35.5,31.6,46.1,54.3,50.5,50.5,32.6,35.6,68.1,-10.7,DNC
Texas A&M,SEC,34,18,101.1,94.7,0.6794,47.9,45.3,17.4,20.3,27.2,31.4,38.8,39.8,48.1,46.5,31.7,28.8,63.8,-4.9,DNC
Texas A&M Corpus Chris,Slnd,32,17,103.4,109.8,0.3337,51.8,50.9,19.2,18.5,34.3,32.3,43.9,45.3,50.6,50.8,37.2,34.0,62.2,-9.4,DNC
Texas St.,SB,29,6,94.8,102.6,0.287,47.5,51.9,21.5,19.2,29.7,28.9,33.6,43.4,48.0,47.9,30.7,40.0,63.1,-16.5,DNC
Texas Tech,B12,32,14,110.0,101.6,0.7126,49.7,49.9,18.8,17.9,37.6,32.9,38.7,42.0,50.7,50.0,31.1,33.0,62.5,-3.8,DNC
The Citadel,SC,29,4,96.0,117.8,0.087,47.7,51.6,19.2,14.8,27.0,34.6,34.4,36.4,45.1,51.1,35.7,35.1,65.6,-20.1,DNC
Toledo,MAC,33,26,113.8,109.5,0.6098,51.0,52.6,14.7,19.5,35.2,31.7,43.8,35.1,50.6,52.0,34.6,35.8,68.6,0.2,DNC
Towson,CAA,35,24,108.8,107.2,0.541,50.5,45.7,17.5,12.8,34.6,30.8,53.2,38.1,49.2,45.2,35.7,31.1,65.6,-3.4,DNC
Troy,SB,29,9,101.4,108.4,0.3167,47.5,50.5,18.8,17.9,32.8,32.3,43.9,30.6,45.4,51.4,33.9,32.5,65.1,-14.2,DNC
Tulane,CUSA,33,16,99.1,110.0,0.2321,47.4,50.7,20.1,16.6,30.1,31.8,49.5,40.7,44.6,49.3,35.1,35.4,63.5,-9.7,DNC
UAB,CUSA,29,16,103.5,102.7,0.5243,45.3,46.7,18.5,15.3,39.8,29.7,41.6,30.9,45.5,46.2,30.0,31.9,68.6,-6.6,DNC
UC Davis,BW,29,7,101.9,115.6,0.1899,49.9,55.8,17.3,18.3,23.9,35.6,37.2,38.8,48.3,54.4,34.9,39.2,67.0,-16.4,DNC
UC Irvine,BW,33,21,102.1,95.5,0.6831,51.4,42.3,19.4,14.9,32.0,29.5,36.3,39.3,50.7,39.2,35.5,33.2,64.8,-4.3,DNC
UC Riverside,BW,29,8,96.9,108.4,0.2165,46.5,49.3,19.4,17.4,29.3,30.7,41.8,43.0,47.2,45.9,29.7,38.2,67.7,-15.7,DNC
UC Santa Barbara,BW,28,19,110.3,103.7,0.6694,53.1,47.0,17.6,16.0,31.1,31.5,41.9,39.3,50.5,43.5,38.7,35.2,63.7,-2.8,DNC
UCF,Amer,29,11,106.7,105.9,0.5216,49.0,51.9,20.0,17.2,38.1,33.1,38.2,36.6,49.1,51.0,32.6,36.0,67.9,-7.7,DNC
UMBC,AE,28,8,90.9,109.8,0.1026,45.4,51.3,21.3,21.7,29.1,31.3,40.2,57.4,44.7,49.5,31.1,36.3,68.6,-15.2,DNC
UMKC,WAC,29,10,97.5,107.4,0.2462,48.2,52.5,18.3,19.3,25.7,31.2,40.9,43.3,49.4,52.7,30.5,34.7,70.3,-12.9,DNC
UNC Asheville,BSth,29,14,106.8,110.8,0.3939,51.4,51.2,19.3,16.8,33.6,34.2,43.4,41.3,48.7,49.2,38.1,36.9,70.3,-9.8,DNC
UNC Greensboro,SC,29,11,94.3,109.3,0.1549,47.3,50.5,19.6,17.2,28.6,28.5,37.8,47.5,46.1,50.5,33.6,33.7,70.5,-13.2,DNC
UNC Wilmington,CAA,30,7,95.7,103.8,0.2809,44.0,50.4,17.6,17.3,31.4,34.2,32.3,41.9,44.6,49.7,28.3,34.4,64.4,-15.9,DNC
UNLV,MWC,33,20,107.9,98.1,0.7491,48.9,44.5,16.6,15.3,34.2,31.0,39.5,25.7,48.7,44.2,32.9,30.2,67.2,-3.9,DNC
USC,P12,31,10,102.8,101.5,0.5373,47.8,48.9,19.6,15.7,30.6,32.2,42.3,38.7,49.7,49.2,28.5,32.1,70.3,-8.7,DNC
USC Upstate,ASun,32,17,104.2,104.6,0.4891,50.5,47.6,18.3,18.0,34.5,30.8,38.9,38.6,52.0,45.1,31.8,34.2,65.8,-8.3,DNC
UT Arlington,SB,29,13,104.4,109.1,0.3779,49.9,51.6,18.9,17.1,31.3,31.8,43.3,42.7,48.8,48.4,34.4,37.6,69.7,-9.2,DNC
UT Rio Grande Valley,WAC,31,8,93.9,105.7,0.2029,45.3,50.8,17.8,21.1,29.2,34.6,35.8,46.4,46.7,51.3,27.9,33.2,66.1,-18.1,DNC
Utah,P12,31,19,110.4,96.2,0.8289,53.1,47.3,18.3,18.8,28.2,29.2,39.8,36.2,53.7,46.7,34.5,32.6,65.3,-0.4,DNC
Utah St.,MWC,31,17,108.6,104.3,0.6142,51.3,47.6,17.2,12.4,32.3,26.7,33.7,33.6,46.8,48.2,40.9,31.1,63.8,-5.3,DNC
Utah Valley,WAC,30,18,101.5,106.1,0.3745,48.8,49.5,17.2,15.8,27.7,28.8,38.7,35.4,48.0,49.6,33.5,32.8,62.8,-5.9,DNC
