TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
Arizona,P12,26,17,113.1,96.9,0.8559,50.5,49.2,17.2,18.0,34.3,24.4,41.8,32.4,48.1,48.0,37.2,34.1,68.1,-0.6,DNC
Louisiana Lafayette,SB,24,17,101.2,104.9,0.3978,50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,48.8,46.7,35.6,34.9,71.1,-5.9,DNC
Mercer,SC,26,18,105.2,102.8,0.5658,54.3,50.2,18.0,16.8,26.1,26.0,24.8,27.1,53.9,52.1,36.6,31.4,67.9,-6.3,DNC
Wright St.,Horz,24,18,107.0,96.8,0.759,54.4,45.1,18.0,16.6,34.1,24.9,34.5,21.8,53.8,44.8,37.0,30.6,71.4,-3.6,DNC
Colorado St.,MWC,23,18,106.4,96.5,0.7542,54.9,47.5,20.0,19.9,24.6,26.0,33.9,27.8,55.7,49.6,36.0,29.9,69.3,0.2,DNC
Texas St.,SB,23,18,99.6,99.3,0.5073,51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,49.1,47.5,39.4,35.2,62.9,-4.4,DNC
Nicholls St.,Slnd,24,18,98.0,104.1,0.3331,51.0,49.2,17.6,20.6,28.6,28.0,27.8,34.4,53.0,47.6,31.8,34.8,71.8,-4.1,DNC
Boise St.,MWC,25,18,107.7,96.7,0.7753,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28.0,52.4,48.5,34.4,32.6,69.3,-0.7,DNC
Chattanooga,SC,24,18,102.9,101.1,0.5488,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,66.8,-4.3,DNC
UC Irvine,BW,25,18,99.0,94.3,0.6357,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,67.8,-3.7,DNC
Jacksonville St.,OVC,25,18,104.5,104.1,0.5115,52.5,48.1,19.9,15.7,32.2,28.0,31.0,25.5,52.8,47.5,34.6,32.7,66.1,-5.2,DNC
Sam Houston St.,Slnd,24,19,100.4,102.2,0.4483,50.4,48.5,20.3,22.0,29.3,32.7,30.0,39.5,49.1,50.3,34.8,30.3,71.0,-4.4,DNC
Southern Utah,BSky,19,20,106.6,105.9,0.5196,52.4,51.7,16.0,17.0,29.2,23.9,39.4,31.2,54.0,50.4,33.4,35.8,70.3,-1.7,DNC
Western Kentucky,CUSA,27,20,104.6,96.4,0.7187,51.0,48.9,21.2,19.0,32.1,24.4,36.2,22.2,50.6,45.8,34.5,35.8,68.1,-0.4,DNC
Louisiana Tech,CUSA,27,21,102.7,93.4,0.7479,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,69.6,-1.7,DNC
Toledo,MAC,29,21,113.3,101.8,0.7743,54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,52.5,51.0,37.7,29.5,69.1,-2.1,DNC
UAB,CUSA,27,22,102.5,94.6,0.7153,48.6,47.0,15.6,23.6,29.0,25.4,29.9,27.1,49.4,46.1,31.1,32.4,67.5,-2.7,DNC
Eastern Kentucky,OVC,27,22,101.5,102.3,0.4749,51.2,51.0,16.6,24.3,26.8,30.2,25.6,32.2,49.6,51.8,35.8,33.0,75.1,-3.8,DNC
Belmont,OVC,29,26,108.5,101.6,0.6786,56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,59.4,48.2,34.7,34.0,71.1,-1.1,DNC
