TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
Sacramento St.,BSky,27,12,94.7,106.3,0.2091,45.8,50.4,17.8,19.0,30.1,31.2,37.2,27.7,44.1,48.8,33.0,35.4,63.0,-11.8,DNC
UT Rio Grande Valley,GWC,28,12,90.5,106.3,0.1346,47.4,49.5,20.8,22.0,27.0,35.8,39.4,35.9,44.9,48.6,34.9,34.8,64.1,-12.5,DNC
William & Mary,CAA,29,12,106.1,108.5,0.4364,53.6,48.9,20.0,16.1,28.5,32.4,37.6,30.1,52.2,49.3,37.2,32.0,63.6,-12.1,DNC
Cal St. Northridge,BW,29,12,101.2,107.3,0.3378,46.6,54.7,19.1,22.2,35.9,31.0,38.5,39.8,45.7,53.6,33.0,37.7,71.0,-11.7,DNC
Cal St. Fullerton,BW,30,12,104.2,108.8,0.3797,53.6,54.1,18.1,22.8,25.0,37.2,35.5,36.6,51.8,54.8,37.7,35.1,69.9,-13.3,DNC
St. Francis NY,NEC,30,12,101.5,106.6,0.3617,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48.0,51.3,32.8,33.2,66.5,-13.1,DNC
Jacksonville,ASun,30,12,94.2,106.4,0.1987,46.1,50.3,21.5,20.2,33.0,32.0,36.3,39.5,45.4,49.6,32.0,34.5,69.4,-12.9,DNC
South Florida,BE,31,12,99.8,96.9,0.5856,44.6,47.3,17.7,19.6,30.3,34.5,29.2,30.5,43.2,48.5,31.3,29.9,60.4,-6.8,DNC
Marshall,CUSA,31,12,100.2,104.4,0.3831,48.1,49.8,22.9,19.2,37.6,36.1,45.0,38.4,49.1,47.3,30.9,37.1,68.1,-11.4,DNC
Holy Cross,Pat,31,12,97.4,103.5,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,DNC
North Florida,ASun,31,12,98.8,106.1,0.3053,50.6,48.3,22.1,18.6,31.0,38.1,29.7,36.5,50.2,47.0,34.2,34.9,66.4,-12.1,DNC
Western Carolina,SC,31,12,99.6,107.4,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46.0,50.5,34.0,32.5,66.5,-13.2,DNC
Wofford,SC,31,12,86.5,94.9,0.2543,44.2,47.6,20.3,22.2,25.9,27.0,27.9,38.3,43.2,48.4,30.7,30.6,63.9,-13.2,DNC
Georgia Southern,SC,31,12,94.6,106.3,0.2071,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37.0,44.2,50.8,33.1,31.8,62.2,-13.9,DNC
Prairie View A&M,SWAC,31,12,87.1,103.5,0.1209,41.3,46.9,21.6,21.1,38.6,33.4,32.6,43.7,42.0,46.9,26.0,31.3,67.0,-15.1,DNC
Buffalo,MAC,32,12,102.5,103.4,0.4761,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50.0,46.1,34.2,33.2,65.4,-13.6,DNC
Louisiana Lafayette,SB,32,12,98.4,105.3,0.3135,48.6,48.8,19.6,20.8,29.1,35.2,35.1,43.3,46.9,47.2,34.5,34.9,70.2,-13.9,DNC
Troy,SB,33,12,97.3,107.5,0.2416,45.3,51.0,16.5,19.1,30.7,33.0,24.5,36.6,44.5,49.5,31.2,35.8,61.1,-16.6,DNC
