TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
North Dakota,Sum,31,13,102.8,111.8,0.2762,51.0,53.5,16.7,15.5,25.7,27.4,27.3,28.0,50.6,53.0,34.4,36.4,66.9,-14.6,DNC
Marist,MAAC,33,13,97.2,105.8,0.2752,47.9,47.9,18.1,16.8,25.9,28.9,28.9,28.4,46.9,45.1,32.8,35.0,65.4,-15.9,DNC
Arkansas St.,SB,30,13,99.3,109.0,0.2535,47.6,50.3,18.1,16.6,28.8,28.0,35.1,34.8,45.5,48.0,34.6,36.4,63.1,-14.6,DNC
William & Mary,CAA,31,13,99.0,111.6,0.2002,49.4,53.9,18.8,17.0,27.4,29.9,29.2,27.4,46.3,54.3,36.3,35.5,65.0,-14.4,DNC
Loyola MD,Pat,31,13,98.7,111.7,0.1952,51.3,55.5,20.4,20.2,26.6,28.7,28.2,29.8,50.0,55.3,35.6,37.1,65.8,-15.4,DNC
Morgan St.,MEAC,26,14,92.7,105.6,0.1814,47.1,50.8,22.0,23.8,30.2,37.3,30.9,42.9,44.4,52.4,35.5,31.8,70.3,-10.9,DNC
St. Francis NY,NEC,28,14,91.0,109.3,0.1084,45.9,50.5,21.1,19.6,30.9,31.8,31.1,31.6,41.6,47.1,36.5,39.7,65.7,-13.0,DNC
North Florida,ASun,29,14,108.3,113.1,0.3785,53.3,52.4,17.3,14.0,26.2,32.9,28.4,23.5,52.1,52.1,36.4,35.5,67.9,-10.2,DNC
High Point,BSth,29,14,99.6,110.3,0.2379,50.2,50.7,19.6,16.3,30.8,32.0,38.7,35.3,51.4,52.0,32.3,32.5,71.4,-12.9,DNC
Butler,BE,32,14,100.6,96.7,0.613,49.5,50.1,17.6,18.6,20.0,30.3,25.9,22.6,49.7,51.0,32.7,32.1,65.6,-4.4,DNC
Air Force,MWC,32,14,105.4,102.9,0.5665,54.2,49.3,19.0,17.1,22.3,28.6,31.2,35.2,54.8,51.9,35.6,29.3,63.0,-9.4,DNC
South Florida,Amer,32,14,105.2,103.0,0.5608,50.8,49.8,19.6,18.7,33.0,27.8,30.7,37.1,51.0,48.2,33.6,34.9,68.2,-9.2,DNC
UTEP,CUSA,30,14,99.7,99.3,0.5111,48.6,51.1,22.9,22.9,33.3,29.7,38.8,37.3,50.7,51.8,29.1,33.2,66.7,-10.0,DNC
St. Bonaventure,A10,32,14,100.1,101.6,0.4574,49.2,48.6,18.8,19.4,27.5,29.2,29.5,40.9,47.5,52.1,34.8,28.7,65.5,-11.8,DNC
FIU,CUSA,30,14,102.8,104.9,0.4418,52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,53.8,50.4,32.8,36.5,69.9,-10.4,DNC
Northern Iowa,MVC,31,14,102.5,106.4,0.3957,51.3,53.8,17.7,18.2,22.6,22.4,31.1,26.5,51.7,53.6,33.7,36.0,67.3,-11.8,DNC
Sacramento St.,BSky,30,14,101.4,108.7,0.3093,50.8,52.2,20.8,14.5,32.9,24.0,27.5,25.8,50.0,51.6,34.9,35.7,62.2,-11.7,DNC
Saint Peter's,MAAC,31,14,96.1,107.8,0.2107,43.9,49.5,19.5,19.7,36.4,30.6,28.4,51.4,44.1,48.4,29.0,34.3,63.0,-13.2,DNC
Mercer,SC,31,14,98.8,102.2,0.403,48.9,48.8,18.2,17.4,30.4,27.6,28.6,35.9,48.8,48.4,32.7,33.0,64.4,-14.0,DNC
Stanford,P12,33,14,114.4,102.9,0.7722,52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,51.1,50.4,36.3,35.4,65.7,-6.2,DNC
LSU,SEC,33,14,105.9,104.2,0.5459,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,46.2,52.1,32.7,34.3,65.8,-7.3,DNC
Portland,WCC,31,14,109.7,108.2,0.5398,53.8,54.5,18.0,16.9,24.1,30.2,43.3,27.7,51.8,53.2,37.4,37.4,69.2,-9.3,DNC
Detroit,Horz,32,14,109.2,113.2,0.3964,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,46.4,52.6,38.7,36.8,67.0,-13.0,DNC
Jackson St.,SWAC,33,14,98.1,109.8,0.2139,47.5,52.5,22.0,19.1,32.9,29.1,32.9,34.0,47.1,52.1,32.1,35.4,68.0,-12.2,DNC
Wagner,NEC,26,15,93.0,104.3,0.2117,44.9,49.1,19.1,20.9,34.4,24.8,25.2,47.0,44.7,50.2,30.2,31.5,62.1,-10.3,DNC
New Hampshire,AE,28,15,96.6,105.8,0.2597,45.8,49.1,15.0,16.2,26.0,27.4,29.6,30.2,42.8,50.0,33.4,31.5,64.0,-10.6,DNC
Gardner Webb,BSth,29,15,98.2,100.8,0.424,50.7,49.1,19.5,20.3,28.5,25.1,34.8,39.6,51.5,47.4,32.8,34.7,66.1,-11.4,DNC
Massachusetts,A10,31,15,99.3,102.7,0.4053,46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,45.2,50.5,32.8,33.1,70.5,-9.3,DNC
Oklahoma,B12,32,15,109.6,96.3,0.8172,52.4,48.0,20.0,15.5,23.7,27.2,30.1,30.1,52.2,48.5,35.1,31.2,65.0,-1.7,DNC
Buffalo,MAC,30,15,103.1,104.8,0.4533,49.5,52.5,19.2,18.3,32.2,29.1,32.1,36.4,50.9,52.3,31.2,35.3,72.2,-9.4,DNC
Winthrop,BSth,30,15,107.4,114.4,0.3279,55.1,54.8,20.6,17.4,25.9,34.2,41.6,31.0,53.8,55.5,37.9,35.8,66.8,-11.3,DNC
UT Rio Grande Valley,WAC,28,15,102.3,110.0,0.301,51.2,52.0,22.2,16.9,29.0,29.5,45.9,38.9,51.7,51.9,33.5,34.8,72.5,-10.4,DNC
Denver,Sum,30,15,99.9,109.0,0.2676,52.3,51.7,21.4,15.6,29.8,27.4,39.4,27.7,53.4,52.2,32.9,33.9,68.5,-13.0,DNC
Boston University,Pat,31,15,96.3,106.5,0.2393,47.0,50.5,17.8,18.3,28.7,24.6,29.0,36.5,45.9,50.3,32.4,33.8,65.4,-12.4,DNC
Southern,SWAC,30,15,94.4,105.0,0.2282,48.5,51.4,20.5,23.0,24.4,28.6,34.5,42.9,48.0,51.6,32.8,34.0,70.9,-11.4,DNC
Colorado St.,MWC,32,15,110.9,104.6,0.6629,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,55.8,51.0,35.5,35.8,66.2,-6.7,DNC
Georgia Tech,ACC,31,15,104.7,102.2,0.5687,48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,47.4,52.0,33.4,31.0,66.5,-8.1,DNC
Richmond,A10,33,15,102.2,101.8,0.5103,51.2,49.6,17.1,17.1,21.0,25.4,33.0,26.2,52.4,49.7,33.0,32.9,65.2,-10.7,DNC
Pacific,WCC,31,15,107.2,107.0,0.5035,52.6,54.0,16.2,17.9,22.9,31.2,33.1,36.4,49.6,55.1,38.3,34.9,69.6,-10.2,DNC
Louisiana Tech,CUSA,30,15,104.5,104.6,0.4982,50.9,54.0,19.9,21.3,30.1,28.1,28.4,38.5,50.3,51.1,34.5,38.5,66.5,-9.3,DNC
Alabama A&M,SWAC,30,15,95.8,107.4,0.2121,48.6,49.4,21.4,21.4,29.5,33.9,35.9,41.8,46.9,48.5,34.7,33.8,68.3,-14.1,DNC
La Salle,A10,34,15,103.3,106.7,0.4086,48.5,51.0,18.1,17.9,30.5,30.5,28.3,31.6,46.9,50.6,34.2,34.5,67.7,-11.6,DNC
Rider,MAAC,29,16,104.6,108.6,0.3931,49.5,50.3,17.8,16.5,33.8,28.3,29.3,38.6,49.4,47.5,33.3,36.2,65.0,-9.4,DNC
Lehigh,Pat,28,16,96.7,106.4,0.2499,49.8,50.3,17.4,16.6,18.8,26.7,31.1,28.5,48.4,50.9,35.0,32.8,69.4,-10.0,DNC
Western Illinois,Sum,27,16,100.4,111.8,0.2252,50.1,53.4,15.1,16.4,26.9,26.7,31.4,27.4,51.8,54.6,31.5,33.9,66.6,-10.2,DNC
Niagara,MAAC,30,16,100.3,107.7,0.3074,50.3,49.8,18.5,16.9,26.5,28.6,30.0,33.5,50.1,48.0,33.8,36.0,62.9,-10.1,DNC
Nicholls St.,Slnd,27,16,98.2,107.1,0.27,50.3,52.5,18.5,23.7,29.3,33.7,27.6,47.6,50.5,51.4,33.3,36.2,70.4,-9.7,DNC
Texas Tech,B12,32,16,110.7,97.4,0.8134,52.3,48.9,19.9,19.9,32.1,30.1,34.8,28.4,52.6,49.1,34.5,32.4,67.3,-2.5,DNC
Nebraska,B10,32,16,106.0,98.4,0.703,51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,53.4,49.0,32.6,34.1,66.8,-2.1,DNC
Temple,Amer,32,16,107.6,101.1,0.67,49.7,48.7,19.8,16.5,28.7,29.0,34.6,31.5,49.9,47.9,33.0,33.6,65.9,-5.6,DNC
Washington,P12,32,16,103.9,98.3,0.6549,48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,50.0,48.6,31.3,29.7,69.1,-3.8,DNC
Davidson,A10,31,16,107.0,103.8,0.5867,50.1,50.8,16.2,17.3,24.9,27.8,32.8,26.7,51.3,51.5,31.9,33.0,65.2,-8.4,DNC
Appalachian St.,SB,29,16,101.3,100.2,0.532,48.7,47.9,16.3,17.1,24.5,28.8,29.3,24.8,48.3,46.5,32.9,33.4,65.0,-10.1,DNC
Georgia,SEC,32,16,103.3,102.6,0.5201,47.1,49.8,19.3,16.8,30.5,30.5,40.5,28.9,46.8,51.0,31.7,31.9,67.6,-5.5,DNC
George Washington,A10,31,16,108.9,110.9,0.449,53.0,52.0,17.6,15.5,26.5,29.7,34.5,27.7,56.0,51.7,32.1,34.9,68.7,-10.3,DNC
USC Upstate,BSth,30,16,98.2,104.5,0.3287,50.7,50.1,19.2,20.5,24.6,32.2,31.4,42.8,51.3,49.3,33.0,34.2,67.7,-9.8,DNC
Florida,SEC,33,16,105.7,96.2,0.7467,49.4,46.3,16.1,17.8,23.8,30.7,34.5,29.2,50.7,45.8,31.4,31.6,69.4,-2.9,DNC
Boston College,ACC,33,16,102.5,101.7,0.5223,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,49.2,49.1,31.9,36.8,66.5,-6.6,DNC
Saint Joseph's,A10,33,16,103.9,104.5,0.4828,50.2,50.5,18.2,18.9,28.9,30.7,34.2,32.8,50.9,50.1,32.9,34.1,69.1,-10.0,DNC
East Carolina,Amer,33,16,101.6,103.1,0.4566,47.1,49.2,19.2,17.4,33.0,28.9,37.1,33.1,46.9,49.2,31.6,32.9,67.4,-8.0,DNC
North Dakota St.,Sum,31,16,102.3,107.3,0.365,51.7,50.8,16.9,12.4,24.4,22.6,32.2,27.1,52.2,50.6,33.9,34.2,68.0,-10.6,DNC
Robert Morris,Horz,31,16,97.7,103.5,0.341,49.2,49.6,19.5,19.1,29.7,28.5,26.9,31.1,50.4,47.4,31.4,36.2,66.1,-12.1,DNC
Tennessee Tech,OVC,30,16,100.7,110.3,0.2588,51.4,51.7,17.8,18.0,23.8,30.2,29.9,25.8,48.1,52.1,37.3,34.0,66.2,-12.8,DNC
Sacred Heart,NEC,32,16,95.4,110.5,0.1549,48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,49.8,49.7,30.6,34.1,69.8,-13.6,DNC
Campbell,BSth,32,16,104.6,108.7,0.3892,52.7,52.5,18.1,18.4,24.4,27.8,38.0,32.1,54.7,53.2,32.9,34.4,64.1,-13.3,DNC
Ohio St.,B10,35,16,115.8,100.7,0.8322,52.0,48.9,16.1,15.9,31.5,28.6,26.6,28.1,50.6,49.3,36.8,32.1,66.0,-3.1,DNC
Texas St.,SB,32,16,104.6,106.2,0.454,48.2,50.9,17.9,18.6,31.6,28.5,32.5,41.7,48.6,49.0,31.4,36.4,63.5,-12.1,DNC
Bryant,AE,28,17,102.8,106.4,0.4037,52.0,50.0,18.7,15.8,29.0,25.2,32.9,31.9,53.4,49.3,33.3,34.1,72.0,-7.9,DNC
Montana,BSky,30,17,107.8,107.5,0.5077,53.8,51.2,17.3,15.9,24.4,25.1,29.1,37.9,52.4,52.5,37.3,32.5,63.5,-7.9,DNC
Stetson,ASun,29,17,111.5,112.2,0.4828,53.5,52.9,15.9,14.3,29.4,28.1,25.8,30.0,50.8,52.7,38.0,35.4,64.5,-7.0,DNC
Utah,P12,32,17,106.7,95.0,0.7908,48.9,45.0,18.0,15.2,31.3,27.4,29.2,24.4,48.4,44.9,33.3,30.2,66.0,-3.3,DNC
Wichita St.,Amer,32,17,108.1,98.7,0.7395,50.7,47.5,18.2,16.9,29.1,28.2,30.8,25.9,53.3,45.4,30.9,33.6,66.0,-5.5,DNC
Syracuse,ACC,32,17,109.0,105.7,0.5863,51.6,51.2,17.0,18.7,30.0,33.6,30.7,21.7,50.5,50.9,36.1,34.4,67.2,-5.7,DNC
Missouri St.,MVC,31,17,103.8,102.2,0.5451,50.1,49.3,19.1,18.6,33.2,26.9,27.2,30.4,50.9,49.5,32.8,32.6,61.9,-8.1,DNC
Drexel,CAA,31,17,100.0,101.1,0.4685,49.4,47.4,17.9,18.0,29.4,27.4,30.1,24.2,50.6,46.2,31.8,33.5,63.4,-10.3,DNC
Florida Gulf Coast,ASun,31,17,103.6,105.9,0.4376,51.2,50.7,17.1,17.3,26.6,28.8,28.2,28.1,50.1,51.1,35.1,33.4,66.2,-8.7,DNC
Siena,MAAC,32,17,100.2,104.2,0.3903,49.3,49.6,19.5,18.5,30.5,26.8,34.5,33.0,47.8,49.4,34.9,33.5,66.7,-10.5,DNC
Murray St.,MVC,31,17,104.8,109.4,0.3776,49.0,51.9,16.2,15.6,27.4,27.3,33.2,24.4,49.1,53.2,32.6,33.4,66.6,-8.1,DNC
American,Pat,32,17,100.1,109.7,0.2579,54.4,51.8,22.0,19.2,28.3,27.9,27.9,32.1,55.8,48.7,34.6,38.5,62.4,-11.4,DNC
Seton Hall,BE,32,17,106.2,93.7,0.8082,49.0,47.6,20.1,21.1,30.5,30.0,40.1,30.9,49.0,47.7,32.8,31.6,66.4,-2.0,DNC
Long Beach St.,BW,31,17,104.8,103.7,0.5315,48.4,49.8,18.7,18.2,34.6,28.0,34.4,30.0,49.4,48.8,30.2,34.2,72.9,-8.7,DNC
Western Kentucky,CUSA,31,17,103.2,104.0,0.479,49.6,50.7,17.1,18.0,25.9,31.0,32.3,25.6,48.5,48.0,34.4,36.2,67.3,-7.8,DNC
Georgia Southern,SB,30,17,99.5,101.1,0.455,48.2,49.5,16.3,18.3,25.8,27.3,27.9,34.6,48.4,49.4,31.8,33.2,66.5,-10.0,DNC
Delaware,CAA,32,17,101.9,107.0,0.3637,49.6,51.8,16.5,18.6,25.0,29.8,33.0,29.4,50.5,50.1,32.0,36.6,67.0,-9.8,DNC
Wofford,SC,30,17,107.8,113.8,0.3511,52.4,54.8,16.3,16.6,28.6,28.7,30.0,26.4,55.1,56.1,32.1,35.3,65.0,-10.0,DNC
Army,Pat,31,17,102.1,107.7,0.3508,53.8,51.4,19.1,15.6,25.4,24.2,31.3,28.5,54.7,52.4,34.9,33.1,68.5,-12.5,DNC
Washington St.,P12,34,17,111.3,98.0,0.8115,50.4,49.8,18.5,16.6,31.5,26.1,28.2,28.4,46.3,50.5,37.3,32.2,64.2,-3.0,DNC
Villanova,BE,34,17,112.3,99.3,0.8047,51.5,50.7,15.5,17.3,22.6,25.2,30.0,27.7,52.8,50.7,33.4,33.8,63.7,-2.2,DNC
North Carolina Central,MEAC,26,18,99.9,100.0,0.4986,50.9,48.9,22.6,21.6,32.3,29.6,34.2,35.5,50.1,49.9,35.0,31.3,67.7,-7.5,DNC
Navy,Pat,30,18,101.3,103.2,0.4476,51.5,50.4,17.3,19.5,29.9,28.0,23.7,30.0,49.3,49.8,36.9,34.2,64.4,-8.6,DNC
UC Davis,BW,30,18,102.8,102.8,0.5004,49.8,50.7,20.6,20.8,32.2,28.6,42.8,31.5,49.6,48.9,33.5,36.7,70.5,-8.4,DNC
UMBC,AE,31,18,103.9,110.9,0.3217,51.3,52.9,14.8,16.9,26.4,26.8,27.0,25.6,51.8,50.6,33.8,37.7,67.6,-9.6,DNC
Alcorn St.,SWAC,32,18,100.2,107.8,0.3009,45.2,51.4,18.3,21.0,33.7,31.4,35.3,39.3,45.6,52.6,29.6,33.1,67.2,-7.1,DNC
Southeastern Louisiana,Slnd,29,18,102.6,110.4,0.3008,50.9,54.2,16.9,19.8,27.6,29.9,32.1,33.4,49.1,52.1,36.4,38.2,68.7,-9.3,DNC
Tennessee St.,OVC,28,18,100.3,109.5,0.2663,50.9,49.9,17.3,18.5,26.9,28.2,35.1,42.4,49.6,49.5,35.1,33.8,70.4,-11.5,DNC
St. John's,BE,33,18,107.9,97.7,0.7568,49.4,50.2,18.7,19.7,34.0,27.6,27.7,29.6,49.3,49.2,33.1,34.5,73.4,-2.6,DNC
Wright St.,Horz,31,18,103.4,105.4,0.4449,53.5,50.3,17.3,17.2,26.2,26.6,24.0,27.6,53.9,51.2,35.1,32.6,71.2,-11.0,DNC
Weber St.,BSky,31,18,99.0,101.1,0.4405,50.8,52.8,19.2,19.3,21.0,22.4,33.7,31.7,51.8,51.1,32.8,36.8,65.0,-8.4,DNC
Michigan,B10,34,18,111.7,97.1,0.8323,51.6,47.9,15.2,14.4,25.7,25.8,30.8,25.8,51.0,48.0,35.1,31.7,67.5,-1.8,DNC
Western Carolina,SC,31,18,101.0,107.2,0.3359,49.1,51.0,15.7,15.6,25.5,25.2,33.8,34.1,48.7,51.4,33.1,33.3,67.5,-9.8,DNC
Colorado,P12,35,18,106.5,95.1,0.7876,49.0,48.0,19.0,19.3,30.8,25.1,29.9,31.4,49.4,47.9,32.2,32.1,69.0,-3.4,DNC
Chattanooga,SC,32,18,107.3,107.3,0.5001,54.0,50.9,17.5,15.3,27.3,26.7,32.0,30.2,51.8,50.6,37.3,34.2,68.0,-11.3,DNC
Loyola Marymount,WCC,30,19,107.7,104.1,0.5981,53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,51.9,52.0,36.5,34.3,67.1,-2.9,DNC
Old Dominion,SB,30,19,101.2,103.1,0.448,46.4,48.3,17.1,17.7,32.8,29.0,36.2,34.7,46.1,48.8,31.5,31.7,64.8,-5.9,DNC
UNLV,MWC,31,19,106.4,99.0,0.6963,49.2,52.4,17.5,24.7,27.9,31.0,35.5,31.0,47.9,50.9,34.1,36.1,69.4,-3.4,DNC
Stephen F. Austin,WAC,29,19,104.0,101.8,0.5592,51.5,51.4,21.3,23.8,31.6,32.2,38.9,41.8,49.2,51.7,38.0,34.0,69.1,-7.0,DNC
South Dakota St.,Sum,31,19,103.0,105.2,0.4377,51.7,50.9,17.1,17.3,21.5,26.0,28.1,23.1,51.2,51.7,35.1,33.2,66.7,-6.5,DNC
Wake Forest,ACC,33,19,111.4,101.5,0.7432,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,54.0,51.0,36.4,35.0,69.4,-3.0,DNC
Middle Tennessee,CUSA,31,19,105.8,101.3,0.6224,51.2,51.6,19.3,21.8,31.9,29.2,29.4,34.6,51.0,50.2,34.3,36.2,66.8,-5.2,DNC
Ohio,MAC,32,19,109.3,106.8,0.5662,52.4,51.6,16.2,17.6,32.8,28.9,27.5,33.9,50.1,51.9,37.3,34.1,68.1,-7.7,DNC
SIU Edwardsville,OVC,30,19,98.8,106.3,0.2999,48.5,49.0,18.5,19.2,30.6,29.4,40.3,34.6,48.5,48.1,32.3,33.6,69.0,-10.5,DNC
Tennessee Martin,OVC,29,19,100.9,110.5,0.2599,50.4,49.6,16.8,16.8,27.0,29.0,36.1,34.0,51.9,50.5,31.9,32.3,71.0,-10.7,DNC
Rutgers,B10,34,19,105.4,91.0,0.8438,47.9,46.6,17.1,21.7,32.1,27.9,28.2,27.4,47.9,47.0,32.1,30.7,65.8,-1.0,DNC
UCF,Amer,34,19,107.7,95.6,0.7988,50.3,48.0,19.6,21.9,33.6,30.7,28.9,33.4,48.3,49.2,35.3,30.7,64.5,-3.8,DNC
Virginia Tech,ACC,34,19,114.0,102.6,0.771,54.0,50.7,14.7,16.3,25.9,27.7,25.9,25.2,54.3,50.5,35.8,34.0,66.6,-3.2,DNC
BYU,WCC,32,19,108.6,98.3,0.7577,51.5,49.5,20.2,18.5,31.8,24.1,32.5,37.8,53.1,48.8,32.7,33.7,69.5,-4.5,DNC
South Alabama,SB,33,19,108.4,99.5,0.7294,52.8,46.6,14.6,16.1,20.9,28.4,22.3,28.3,53.4,47.9,34.5,29.0,65.5,-7.9,DNC
Rice,CUSA,32,19,106.7,110.2,0.4091,53.1,54.7,18.0,16.1,24.1,26.6,32.5,25.7,53.7,54.0,34.7,37.3,69.6,-6.8,DNC
Tulane,Amer,31,20,108.7,102.4,0.6672,52.4,50.4,15.1,19.3,19.3,30.5,35.4,29.6,53.4,48.2,33.8,35.7,72.9,-2.1,DNC
Quinnipiac,MAAC,31,20,103.5,104.9,0.4608,49.9,48.1,18.1,16.5,32.2,27.6,33.0,27.1,47.4,48.5,36.1,31.6,69.6,-7.4,DNC
UNC Greensboro,SC,30,20,103.0,97.5,0.6547,50.6,47.8,17.8,19.3,29.2,26.5,32.4,31.4,49.3,46.8,35.1,32.8,65.8,-6.2,DNC
Seattle,WAC,30,20,100.0,99.4,0.5196,46.3,48.8,16.9,17.8,29.9,26.6,32.4,33.3,46.4,49.0,30.9,32.3,68.8,-4.9,DNC
Longwood,BSth,30,20,103.7,103.1,0.5167,50.2,51.2,17.8,21.5,32.1,26.9,33.6,33.5,49.5,50.5,34.3,34.7,65.9,-7.8,DNC
Ball St.,MAC,30,20,107.2,107.6,0.4898,53.0,51.0,17.8,16.7,30.5,28.4,42.3,31.3,51.7,47.7,36.9,38.4,67.2,-6.7,DNC
North Carolina,ACC,33,20,111.5,96.4,0.8431,49.2,48.7,15.2,14.9,30.4,23.3,37.0,26.3,50.8,48.4,31.1,33.0,68.8,-0.7,DNC
Cal St. Fullerton,BW,31,20,104.1,99.3,0.6336,49.4,48.6,17.4,20.5,25.9,29.4,38.7,33.4,46.5,49.2,36.2,31.7,64.7,-6.1,DNC
Duquesne,A10,33,20,107.8,103.0,0.6279,51.1,50.5,17.3,20.8,33.4,33.1,26.4,35.1,48.5,49.4,36.6,35.2,68.0,-6.0,DNC
Troy,SB,30,20,102.8,101.4,0.5396,49.4,48.6,18.7,21.1,30.3,30.1,32.5,34.6,51.2,48.4,31.2,32.7,67.7,-6.1,DNC
George Mason,A10,33,20,100.7,100.0,0.5201,51.9,47.9,20.2,16.9,27.9,24.8,37.1,33.0,51.5,49.4,35.0,30.1,66.3,-6.0,DNC
Lipscomb,ASun,30,20,103.5,103.8,0.4936,53.7,50.2,17.3,15.6,25.0,24.6,23.6,23.3,53.5,49.4,36.0,34.3,69.2,-7.4,DNC
San Francisco,WCC,33,20,109.2,102.2,0.6824,53.6,49.9,19.6,17.6,28.5,26.5,32.2,38.1,52.6,49.4,36.4,33.8,68.6,-3.7,DNC
Wisconsin,B10,35,20,106.5,94.0,0.8075,48.3,50.2,13.4,18.3,22.6,24.9,25.0,27.5,46.3,51.8,34.2,31.6,63.3,-0.5,DNC
Oklahoma St.,B12,36,20,106.3,92.1,0.838,48.8,45.6,20.6,18.9,32.6,28.2,32.5,30.4,50.3,44.6,31.0,31.6,67.4,0.1,DNC
Belmont,MVC,31,21,110.2,106.4,0.5993,55.3,51.1,16.8,17.7,25.4,30.0,24.3,29.3,53.2,49.8,38.9,35.6,68.3,-5.1,DNC
Samford,SC,28,21,107.7,105.6,0.556,53.6,51.9,17.9,19.8,28.2,27.0,41.0,37.6,52.6,49.0,36.5,37.0,67.9,-6.1,DNC
Saint Louis,A10,32,21,110.8,103.3,0.6929,52.1,48.3,17.3,15.3,29.7,26.5,29.1,32.7,51.8,46.6,35.2,34.0,69.1,-3.3,DNC
Towson,CAA,33,21,107.7,103.8,0.6039,51.1,48.6,18.4,17.7,35.7,26.7,29.8,29.5,49.0,47.7,36.7,33.2,64.6,-6.0,DNC
San Jose St.,MWC,34,21,108.4,101.6,0.6772,50.2,48.4,18.7,13.2,34.7,24.6,27.2,28.6,50.8,46.5,32.8,34.5,62.5,-2.1,DNC
Cleveland St.,Horz,33,21,104.0,104.2,0.4943,49.4,48.4,17.2,20.4,34.9,35.5,29.7,30.3,50.7,49.0,30.6,31.6,65.5,-8.3,DNC
Oregon,P12,36,21,113.0,97.1,0.8511,51.1,47.1,18.3,16.4,32.5,26.4,32.0,23.9,53.1,45.1,32.0,33.7,66.4,-0.3,DNC
Radford,BSth,34,21,103.6,103.8,0.4937,51.3,52.2,18.3,20.2,30.9,27.9,27.4,32.3,50.3,52.9,35.6,34.0,64.5,-8.5,DNC
Akron,MAC,31,22,108.6,103.0,0.6479,51.9,49.7,16.6,17.8,29.8,26.5,33.7,28.0,51.5,48.1,35.0,35.0,65.2,-4.9,DNC
James Madison,SB,30,22,105.4,100.0,0.6455,51.5,49.4,18.6,21.4,31.3,27.6,38.9,31.8,51.4,50.7,34.5,31.5,70.4,-4.7,DNC
Hawaii,BW,32,22,100.5,98.1,0.5705,48.6,44.5,18.6,16.4,29.6,26.5,33.6,27.2,48.2,44.5,32.8,29.5,64.5,-5.7,DNC
Norfolk St.,MEAC,29,22,104.9,109.0,0.3921,52.2,50.2,19.8,19.0,33.4,30.6,39.5,36.3,53.8,48.3,32.7,34.9,65.2,-6.0,DNC
Northwestern St.,Slnd,32,22,104.0,108.7,0.3748,51.3,51.0,17.3,21.0,33.3,33.6,27.2,38.7,49.8,51.8,35.8,32.9,66.4,-5.9,DNC
New Mexico,MWC,33,22,114.4,102.4,0.7813,52.6,50.5,15.6,17.5,27.9,27.3,39.1,28.5,52.4,50.8,35.6,33.4,71.6,-1.0,DNC
Dayton,A10,34,22,109.8,97.9,0.7882,53.0,45.0,18.8,16.1,30.7,27.0,35.5,23.9,54.3,45.7,33.8,29.3,62.4,-4.3,DNC
UC Riverside,BW,33,22,105.9,105.1,0.5219,50.5,51.3,18.0,17.2,31.8,22.9,26.2,38.0,48.8,51.5,35.6,34.0,66.8,-4.7,DNC
Morehead St.,OVC,30,22,100.4,103.3,0.4206,49.0,49.8,18.3,15.4,26.6,24.7,34.7,27.5,47.0,50.7,34.8,31.9,63.5,-6.7,DNC
Milwaukee,Horz,31,22,101.3,107.0,0.3471,51.4,48.2,21.3,17.6,32.5,32.8,31.9,29.3,51.5,49.0,34.2,31.4,71.9,-6.3,DNC
Charlotte,CUSA,36,22,108.0,101.5,0.6703,55.1,50.2,17.0,17.8,22.3,24.4,24.9,24.0,54.0,49.7,37.7,33.9,60.3,-6.5,DNC
Vanderbilt,SEC,37,22,114.0,102.5,0.7728,49.6,48.6,16.0,15.3,30.8,31.9,31.6,31.2,49.0,49.8,33.6,31.0,66.4,-0.3,DNC
Santa Clara,WCC,32,23,109.7,99.5,0.7533,52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,50.2,48.7,37.5,36.0,69.8,0.1,DNC
Southern Illinois,MVC,32,23,99.8,98.2,0.5459,51.7,47.6,19.3,19.6,22.8,27.3,30.6,29.8,54.6,46.7,32.2,33.0,63.7,-3.5,DNC
Clemson,ACC,34,23,110.9,97.7,0.8096,54.1,47.3,16.1,16.4,23.4,24.3,30.5,30.7,53.7,45.6,36.4,33.2,68.0,-0.3,DNC
Eastern Washington,BSky,33,23,109.9,106.4,0.5913,56.2,50.2,19.9,16.2,28.0,25.8,31.5,29.4,58.4,50.2,35.5,33.4,68.5,-4.2,DNC
